,,Rig Unit,Report Date,Phase,Activity,Duration,NPT,Summary,,,,,,,,,,,,,,,,,
,,SNB-225 / MTR-1,17-Jan-2013 4:00,"PROD, PRODTBG",BOPN/D,1.5,1.5,"N/D 11"" x 5K BOP and 11"" x 5M riser.

Note:
Daily 3% KCl-FSW pumped to the well (00.00 - 15.00 hrs) = 360 bbls. ",,,,,,,,,,,,,,,,,
,,SNB-225 / MTR-1,17-Jan-2013 5:30,"PROD, PRODTBG",TREEINST,4.5,4.5,Installed test plug in hanger. NU tree. Installed blind flanges on tree. Tested tree to 300/3000 psi. Pulled test plug.,,,,,,,,,,,,,,,,,
,,SNB-225 / MTR-1,17-Jan-2013 10:00,"PROD, PRODTBG",R/D,1.0,1.0,"RD hoses from csg & swab valve.
Operations suspended at 11.00 on 17 January 2013, until 4-1/2"" tbg is located & transported to location.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,21-Jan-2014 12:00,"MOB, MOVEON",UNITMOV,3.5,,"Con't to tow Tirta Samudera barge to clear area outer bar, Balikpapan on anchor line #5 & hold on #8 with AHVS Temasek Sepinggan & Pioneer 4. Payout 200 meter anchor line #5 to re spool correctly to winch, hold steady on #8 anchor line. Connect tow bridle to Temasek Sepinggan & release anchor line #8 from Pioneer 4",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,21-Jan-2014 15:30,"MOB, MOVEON",UNITMOV,1.0,, Receive basket from Peacock Dua with X-over's to allow EWS to test BOP variable rams. Lift Yokohama fenders  from Port & Starboard sides & stow on deck,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,21-Jan-2014 16:30,"MOB, MOVEON",UNITMOV,7.5,,Commence towing with Temasek Sepinggan to Serang platform @ average 3.0 knots.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,22-Jan-2014 0:00,"MOB, MOVEON",UNITMOV,12.0,,Con't towing to Serang platform with Temasek Sepinggan. 41NM to Serang platform with average speed 2.6 - 3.2 knots,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,22-Jan-2014 12:00,"MOB, MOVEON",UNITMOV,12.0,,Con't towing to Serang platform with Temasek Sepinggan. 16NM to Serang platform with average speed 2.6 - 3.2 knots,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,23-Jan-2014 0:00,"MOB, MOVEON",UNITMOV,6.0,,Con't towing to Serang platform with Temasek Sepinggan @ average 2.0 knots. 2.0NM to Serang platform,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,23-Jan-2014 6:00,"MOB, MOVEON",ANCR,6.0,,"Start anchor handling, pull out anchor line #1 with Pioneer 4 & hold barge. Temasek Sepinggan disconnect tow bridle & pick up anchor line #5. (TS) pull anchor line c/w pennant lines & run anchor to drop point. pick up pennant lines & anchor line #4 with (TS) & run anchor to drop point, (TS) pick up pennant lines & anchor line #8 & run anchor to drop point. (P4) run anchor #1 to drop point, 

(TS) Temasek Sepinggan, (P4) Pioneer 4",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,23-Jan-2014 12:00,"MOB, MOVEON",ANCR,9.0,,"Pick up pennant lines & run anchors to drop position #6 (TS), #3 (P4), #2 (P4) & #7 (P4)

(TS) Temasek Sepinggan, (P4) Pioneer 4.

Note: Buoy #7 sink. Plan to replace the buoy on day light.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,23-Jan-2014 21:00,"MOB, MOVEON",OPSUS,3.0,3.0,Standby wait on gangway socket modification on platform. Pre tension all anchors to 10 - 12 T.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,24-Jan-2014 0:00,"MOB, MOVEON",OPSUS,6.0,6.0,Con't wait on gangway socket & pad eyes installation on Serang platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,24-Jan-2014 6:00,"MOB, MOVEON",OPSUS,6.0,6.0,"Pioneer 4 attempt to recover buoy at #7 anchor, no success buoy is 5 meter below sea level. Notify all vessels of under water hazard at coordinates. Con't to stand by on socket & pad eyes",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,24-Jan-2014 12:00,"MOB, MOVEON",OPSUS,6.0,6.0,Socket arrived to platform @ 16:00. All dims of gangway sent to production/construction.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,24-Jan-2014 18:00,"MOB, MOVEON",OPSUS,6.0,6.0,Con't wait on gangway socket & pad eyes installation on Serang platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,25-Jan-2014 0:00,"MOB, MOVEON",OPSUS,6.0,6.0,Stand by wait on gangway socket installation.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,25-Jan-2014 6:00,"MOB, MOVEON",OPSUS,6.0,6.0,Stand by wait on gangway socket installation. Construction start install/weld @ 08:00,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,25-Jan-2014 12:00,"MOB, MOVEON",OPSUS,6.0,6.0,"Stand by wait on gangway socket installation @ 18:00 80% complete, pad eyes 0%",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,25-Jan-2014 18:00,"MOB, MOVEON",OPSUS,6.0,6.0,Stand by wait on gangway socket installation.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 0:00,"MOB, MOVEON",OPSUS,6.0,6.0,Stand by on gangway socket install & MPI,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 6:00,"MOB, MOVEON",OPSUS,5.75,5.75,Welding of gangway socket complete. Con't with pad eyes & allow the welds to cool prior to MPI ,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 11:45,"MOB, MOVEON",OPSUS,0.75,0.75,All welding complete & MPI of socket & pad eyes passed inspection,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 12:30,"MOB, MOVEON",UNITPOS,2.75,,Pull barge into final position 10.5 meter from platform on anchor lines. Tension anchor lines 11.0 - 17.0 ton. ,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 15:15,"MOB, MOVEON",R/U,2.75,,"Remove handrail on stern of barge. Pick up gangway with crane & install to socket on platform. Install safety lines from platform pad eyes to gangway. Secure all openings around gangway on barge & platform.

Note: Gangway very steep at high tide. BMB prepare to make Mud Dog 1.0 - 1.5 meter high to go under gangway to reduce angle as tide goes out.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 18:00,"MOB, MOVEON",PREPSITE,1.0,,Connect ESD line. P/U portable lighting & eye wash station to top deck. Install lighting.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 19:00,"MOB, MOVEON",OFFLOAD,1.0,,"Offload work basket to top deck to make space for food container on barge's deck. Test tbg hanger cavity to 300/3000 psi for 5/10 mins. OK. P/U 2"" & 6"" hoses to top deck. ",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,26-Jan-2014 20:00,"MOB, RU",R/U,4.0,,R/U surface line for csg and tbg. N/D Choke body and Wing valve & install blind flange.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 0:00,"MOB, RU",TSTSURFEQ,0.5,,Press test Csg line to 300/2000 psi for 5/5 min's. OK. Press test Tbg line to 300/3500 psi for 5/5 min's. OK.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 0:30,"MOB, RU",FLODWN,0.5,,Open well. SI TP = 0 psi. CP = 100 psi. Bleed off all pressure through choke manifold to zero. Monitor well stable. Set BPV.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 1:00,"MOB, RU",OFFLOAD,2.0,,"Offload power pack, Koomey, hoses from barge to top deck. Alongside LCT Hamota 0. Offload riser from Hamota 0 to top deck.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 3:00,"MOB, RU",RSRR/U,3.5,,M/U riser correct length on top deck. While transfer 225 equipments from Hamota 0 to top deck.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 6:30,"MOB, RU",WHDBPV,0.5,,Install test plug.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 7:00,"MOB, RU",WHDRCVR,1.25,,N/D X-Mas tree. Install blind flange on flowline. Lift X-Mas tree to top deck.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 8:15,"MOB, RU",RSRRUN/PULL,1.25,,N/U riser & clamp to wellhead.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 9:30,"MOB, RU",BOPN/U,1.5,,"Cut BOP Press skid off of deck & lift c/w 11"" BOP & Annular to top deck. Change to platform crane, land BOP on riser & N/U.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 11:00,"MOB, RU",R/U,1.5,,"Connect BOP & Annular control hoses & function rams. R/U 2"" 1502 pump line top deck to kill line & 6"" hose to stack.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 12:30,"MOB, RU",BOPTST,0.75,,"Press test line 300/3,500 psi 5-5 min's. Close Blind rams press test 300/3,000 psi 5-5 min's against test plug.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 13:15,"MOB, RU",R/U,8.75,,"R/U EWS 225 unit complete and function test system.

Note: Lift EWS 225 components to platform deck with barge crane then R/U with platform crane due to barge movement 2-3 deg roll",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 22:00,"MOB, RU",OFFLOAD,0.5,,"Offload pipe rack, landing joint and running tool to top deck.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 22:30,"MOB, RU",HESMTG,0.5,,Held prejob meeting prior to POH tbg hanger & kill string and RIH work string to retrieve RBP.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,27-Jan-2014 23:00,"PROD, PRODTBG",WHDBPV,1.0,,Pull test plug.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 0:00,"PROD, PRODTBG",WHDBPV,0.75,,Pull BPV. M/U landing joint. Pull tbg hanger pack off.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 0:45,"PROD, PRODTBG",TBGHGRRNPU,0.75,,Screw landing joint to tbg hanger. Pull tbg hanger free & L/D same. Fill up annulus until get return after 8 bbl's.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 1:30,"PROD, PRODTBG",TBGPULL,0.75,,"POOH 10 Jnt's of 3-1/2"" NSCT kill string. Fill up annulus until get return after 5 bbl's.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 2:15,"PROD, PRODTBG",OFFLOAD,1.25,,"Offload 4-1/2"" Hydril 563 tbg from LCT Hamota II to barge. Backload NSCT tbg ex-well to barge. Offload 40 Jnt's of 3-1/2"" TKC work string to top deck. While SLB crew M/U new completion assembly on barge's deck. Drift assembly with 2.80"" drift.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 3:30,"PROD, PRODTBG",TBGR/U,0.75,,"Lay TKC tbg on pipe rack, remove thread protector & tally pipe.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 4:15,"PROD, PRODTBG",TIH,0.75,,"M/U BJ RBP retrieving tool. RIH same on 3-1/2"" TKC tbg.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 5:00,"PROD, PRODTBG",TIH,2.0,,"Con't TIH 3-1/2"" TKC Tbg. Csg & Tbg press 0 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 7:00,"PROD, PRODTBG",CESTB,0.5,,"Stop 10' above 9-5/8"" RBP @ 1,036' MD make up Kelly hose & pump sub. Press test line 300/3,000 psi  5-5 min's.
Start circulate down Tbg 20 bbl's, returns at choke.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 7:30,"PROD, PRODTBG",CSGPLGBP,0.25,0.25,"TIH tag RBP @ 07:40 press below RBP release from well & TKC work string ejected out of well, water followed by oil. At 07:45 Blind rams closed all work string blown out of well. All persons in basket accounted for & no injury. Csg press 400 psi at choke.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 7:45,"PROD, PRODTBG",OPSUS,0.5,0.5,"Raise alarm on barge & muster all personnel. All persons accounted for & all persons returned from platform. Notify town of the incident, all personnel no injury.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 8:15,"PROD, PRODTBG",MONITOR,1.25,1.25,"Monitor well press at choke increase to 760 psi. Assess situation on platform & barge for damage. All 3-1/2"" TKC work string blown out. Work String hanging from counterbalance line & Kelly hose approx 30' from platform deck, work string over side of platform to sea & back up over gangway & starboard side of TS barge to sea. Gangway main frame bent & handrails bent over. Snubbing unit, operator cover  bent, stand pipe & Kelly hose. Require to inspect unit once well killed & work string secured.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 9:30,"PROD, PRODTBG",WLKLBHD,1.0,1.0,"Equalize press at choke 760 psi, start pumping filtered sea water @ 1.0 bpm, 800 psi. 25 bbls pumped inc to 2.0 bpm, 800 psi. At 41 bbls pumped inc to 3.0 bpm, 750-800 psi. 100 bbls pumped press 700 psi, 131 bbls press 650 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 10:30,"PROD, PRODTBG",WLKLBHD,2.5,2.5,"Con't bullhead filter sea water @ 3.0 bpm. At 200 bbl's inc to 3.2 bpm, 600 psi. At 280 bbl's, 400 psi, at 316 bbl's, 300 psi, at 387 bbl's, 250 psi, at 464 bbl's, 300 psi, at 500 bbl's stop pump & monitor. Choke press 190 psi. Bleed off slowly at gas buster, only fluid returns & press inc to 300 psi. Close choke & line up to con't well kill.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 13:00,"PROD, PRODTBG",WLKLBHD,1.5,1.5,"Con't pumping filter sea water @ 3.2 bpm, 400 psi, at 608 bbl's, 400 psi. at 682 bbl's 200 psi. Stop pumping 700 bbl's, 100 psi. Monitor at choke.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 14:30,"PROD, PRODTBG",MONITOR,0.5,0.5,"Monitor Csg press at choke, start 220 psi, at 15:00 choke press 500 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 15:00,"PROD, PRODTBG",FLODWN,1.0,1.0,"Bleed down press slowly via choke & gas buster, press inc to 550 psi before slowly decrease. At 15:30 500 psi, at 15:45 320 psi, at 16:00 200 psi. Gas, oil & water return at gas buster. Shut in choke & line up to Con't well kill.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 16:00,"PROD, PRODTBG",WLKLBHD,3.25,3.25,"Line up & Con't bull head filter sea water @ 3.0 bpm. At 16:50 824 bbl's 130 psi, at 17:30 938 bbl's 100 psi, at 18:00 1,055 bbl's 80 psi, 18:40 1,173 bbl's, at 19:00 1,234 psi, at 19:15 1,250 bbls. Stop pump & monitor on choke.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 19:15,"PROD, PRODTBG",MONITOR,1.0,1.0,"Monitor Csg press at choke, at 19:15 30 psi, at 19:45 100 psi, at 20:15 160 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 20:15,"PROD, PRODTBG",FLODWN,1.5,1.5,"Bleed down press slowly via choke & gas buster, bleed off water & gas from 160 psi. At 60 psi start to see oil in returns. Shut in at choke press inc to 70 psi. Monitor Csg press at choke, at 21:30 160 psi, at 21:45 180 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 21:45,"PROD, PRODTBG",FLODWN,0.75,0.75,"Bleed down press slowly via choke & gas buster, bleed off water & gas from 160 psi. At 90 psi start to see liquid in returns. Shut in at choke at 22:10 hrs press 90 psi. ",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,28-Jan-2014 22:30,"PROD, PRODTBG",OPSUS,1.5,1.5,"Block ESD from platform to barge since ESD line closed to gangway. Close 2"" casing valve on well by Production crew since the weather get worse, the pumping line just below gangway. Casing line 160 psi, bleed off to 0 psi. At 23:30 hrs Production team disconnect control line. Monitor on weather condition.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 0:00,"PROD, PRODTBG",OPSUS,7.0,7.0,"Monitor weather condition and observe barge situation. Hold PTSM & discuss forward plan to kill well & recover work string. Hold OE meeting, Barge mechanic to inspect crane for damage.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 7:00,"PROD, PRODTBG",OPSUS,1.25,1.25,"Discuss status with office & EWS crew, forward plan to kill well, mix KCL & platform inspection.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 8:15,"PROD, PRODTBG",HESMTG,0.25,0.25,Hold PJM with personnel for move  manually KCL sacks & mixing of 3% FSW KCL. Also discuss for platform inspection by EWS to assess condition & for forward plan to recover work string.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 8:30,"PROD, PRODTBG",MONITOR,0.5,0.5,"Csg valve leaking, choke press @ 300 psi, at 08:45 335 psi, at 09:00 350 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 9:00,"PROD, PRODTBG",MONITOR,2.0,2.0,"Start to manual lift KCL sacks to top of mix tank using cloth strops. Crew travel to platform on crew boat & start inspection of top deck with production operator. Open Csg valves to choke, press 360 psi, close Csg valves & grease. MI Swaco unit not starting @ 10:00, fault find problem with barge mechanic.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 11:00,"PROD, PRODTBG",MIXFLD,2.25,2.25,"MI unit started req 120 psi for starter, start to mix 500 bbl's of 3% FSW KCL. 
EWS crew re route Csg & Tbg pump lines above ejected work string to Con't pumping & monitor press at choke.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 13:15,"PROD, PRODTBG",WLKLBHD,3.0,3.0,"Line up Csg valves open against choke. press 400 psi. Start pumping 3% KCL 1.0 bpm 400 psi, Inc. to 3 bpm @ 500 psi.
15:00, 260 bbl's, 180 psi, 3 bpm
15:45, 405 bbl's, 80 psi, 3 bpm
16:15, 500 bbl's 20 psi, stop pumping",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 16:15,"PROD, PRODTBG",MONITOR,4.75,4.75,"Monitor Csg press at choke. At 16:30, press 85 psi. At 20:30, press 360 psi. Line up kill line to choke manifold.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 21:00,"PROD, PRODTBG",HESMTG,0.5,0.5,"Pre job meeting with crews for line up kill line, mixing fluid and pump fluid and bleed off. ",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 21:30,"PROD, PRODTBG",TSTSURFEQ,1.0,1.0,Press test kill line to 300/3000 psi for 5/10 mins. OK.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,29-Jan-2014 22:30,"PROD, PRODTBG",WLKILL,1.5,1.5,Initial press 370 psi. Start pumping FSW 1 BPM from csg line. Bleed off gas pressure from kill line through choke manifold to gas buster 5 psi / minute.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 0:00,"PROD, PRODTBG",MONITOR,5.0,5.0,"Pumping FSW 1 BPM from Csg line. Bleed off gas pressure from kill line through choke manifold to gas buster 5 psi / minute. Pumping pressure 15 psi. Kill line 0 psi. Stop pump after122 bbl's pumped. Monitor well pressure. 
00:30 hrs 15 psi. 
01:00 hrs 25 psi.
01:30 hrs 60 psi.
02:00 hrs 90 psi.
02:30 hrs 100 psi.
03:00 hrs 140 psi.
03:30 hrs 180 psi.
04:00 hrs 210 psi.
04:30 hrs 240 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 5:00,"PROD, PRODTBG",MONITOR,8.0,8.0,"Con't to monitor Csg press, at 09:30, 240 psi, at 13:00 ,390 psi.
Waiting on construction personnel to arrive for securing of work string & cutting.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 13:00,"PROD, PRODTBG",MONITOR,3.25,3.25,At 14:00 press 400 psi. Wait on construction to arrive for securing of work string & cutting.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 16:15,"PROD, PRODTBG",HESMTG,0.5,0.5,Hold PJM with EWS crew to connect clamps to work string & disconnect Kelly hose & counter balance line.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 16:45,"PROD, PRODTBG",R/D,1.5,1.5,"Secure stand pipe to unit & inspect for damage around basket. Connect clamp to work string top deck of platform. Connect slings to crane P/U on work string, disconnect Kelly hose & counter balance line. Secure the work string to top deck & remove crane.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 18:15,"PROD, PRODTBG",MIXFLD,2.0,2.0,Mix 300 bbl's of FSW 3% KCL.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 20:15,"PROD, PRODTBG",HESMTG,0.5,0.5,"Pre job meeting with Elnusa, BMB, Construction team. Review forward plan for killing well, cut tubing acrossed gangway, dismantle gangway and replace gangway. ",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,30-Jan-2014 20:45,"PROD, PRODTBG",WLKILL,3.25,3.25,Shut in pressure 475 psi. Pump FSW 3% KCL 1 BPM from csg line. Bleed off gas pressure from kill line through choke manifold to gas buster 5 psi / minute.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 0:00,"PROD, PRODTBG",WLKILL,1.0,1.0,Pumping FSW 3% KCL 1 BPM from Csg line. Bleed off gas pressure from kill line through choke manifold to gas buster 5 psi / minute. Pump press 20 psi. Kill line 0 psi. Close bleed off line. 248 bbl's pumped. Pumping press 20 psi. Well press 0 psi. Continue pump FSW 3% KCL 1 BPM.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 1:00,"PROD, PRODTBG",EQRPR,2.5,2.5,Pick up Construction materials from CB Cocabora to barge & platform. Construction crew make preparation for cutting Tbg  job. Weld beam support to secure the pipe. Secure pipe that across gangway on both end to barge. Cut Tbg between clamps for gangway replacement. ,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 3:30,"PROD, PRODTBG",OFFLOAD,0.5,0.5,"Remove basket, welding machine from Texas deck to free up space.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 4:00,"PROD, PRODTBG",R/U,1.0,1.0,Stop pump total 458 bbl's. Well press 20 psi. Pick up existing gangway & transfer to Pelangi Escort. Pick up mud dog & placed at gangway position.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 5:00,"PROD, PRODTBG",R/U,1.0,1.0,Pick up & install gangway to platform socket & mud dog & fit securing lines to platform.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 6:00,"PROD, PRODTBG",WLKILL,5.5,5.5,"Con't pumping 3% KCL @ 1.0 bpm, 25 psi at choke, bleed off 5 psi/min
810 bbl's pumped

Wait on scaffolding equipment to install access way to mud dog on Texas deck

Note: BJ RBP packer is between stationery & traveling slips. Badly damaged from impacting the slip bowl & base plate.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 11:30,"PROD, PRODTBG",WLKILL,2.5,2.5,"Cut pump rate to 0.5 bpm & control press at choke to 5 psi/min. Total at 11:30, 825 bbl's

Note: Scaffold start to build access stair to mud dog.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 14:00,"PROD, PRODTBG",WLKILL,1.0,1.0,"Pump press 35 psi, choke press 10 psi. Inc to 1.0 bpm & 5 psi/min bleed at choke, oil at gas buster. Con't pump @ 0.8 bpm monitor choke press.
Con't build scaffold access to mud dog.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 15:00,"PROD, PRODTBG",WLKILL,4.5,4.5,"Con't pumping 3% KCL @ 0.5 - 0.8 bpm, 25 psi at choke.

Access to platform ready @ 15:00. EWS check 225 unit & find additional damage to the equipment. Req to R/D the unit & change to 340 unit.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 19:30,"PROD, PRODTBG",HESMTG,0.5,0.5,"Pre job meeting with EWS, FMC for the next plan. Using personal basket to pull out pin on gin pole. Review JSA and risk assessment, check all tools and secure, use of tag line to stabilize, escape plan.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 20:00,"PROD, PRODTBG",OFFLOAD,2.0,2.0,Prepare personal basket and transfer to top deck. Prepare all tools needed. Test pick up empty personal basket to gin pole.,,,,,,,,,,,,,,,,,
,,SNB-225 / TS,31-Jan-2014 22:00,"PROD, PRODTBG",EQRPR,2.0,2.0,"Test run power pack. Check press tension on gin pole. Pick up three personnel on personal basket to pull out pin on gin pole. Scope down gin pole. Bring down personnel.
Continue pump down FSW 3% KCL with 0.8 BPM, press20 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,01-Feb-2014 0:00,"PROD, PRODTBG",EQRPR,2.0,2.0," Check &  function test EWS 225 equipments. Function test hydraulic jack with two legs, find leaking on the side legs. Turn off system. MI prepare FSW 3% KCL for 1800 bbl's in mud pits.

",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,01-Feb-2014 2:00,"PROD, PRODTBG",EQRPR,4.0,4.0," Check counterbalance & main wench line, CB sling need to replaced. Replace slip bowls. R/U pumping line to prepare killing well using two pumps. Press test line to 300/3500 psi for 5-10 min's. OK. Replace leaking hydraulic hose.
Continue pump 3% KCL @ 0.8 BPM, well press 35 psi.",,,,,,,,,,,,,,,,,
,,SNB-225 / TS,01-Feb-2014 6:00,"PROD, PRODTBG",HESPRMT,2.0,2.0,Procedure job meeting w/ contractors. Meeting w/ construction about cutting workstring.,,,,,,,,,,,,,,,,,
